serial number,year,date,time,accident details,route,accident type,party 1,party 2,Party 3,Party 4,Party 5,latitude,longitude,elementary school district,dead
229,H29,8/21/2017,10:51,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.81468917,135.3885781,,
230,H29,8/21/2017,15:20,軽傷事故,その他,車両相互,自動車,自転車,,,,34.76483611,135.3973569,,
231,H29,8/22/2017,7:00,軽傷事故,一般市道,出合い頭,自動車,自転車,自転車,,,34.80792194,135.3897469,,
232,H29,8/22/2017,10:08,軽傷事故,県道東富松御願塚線,出合い頭,自動車,自転車,,,,34.76551111,135.4066389,,
233,H29,8/22/2017,20:50,軽傷事故,県道尼崎池田線,右折時,不明,自転車,,,,34.79506,135.4155036,,
234,H29,8/23/2017,14:03,軽傷事故,県道尼崎池田線,出合い頭,不明,自転車,,,,34.77161889,135.4191411,,
235,H29,8/23/2017,15:50,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79736694,135.3832811,,
236,H29,8/24/2017,11:20,重傷事故,県道尼崎宝塚線,正面衝突,自動車,自転車,,,,34.77520722,135.3846253,,
237,H29,8/24/2017,13:20,軽傷事故,県道中野中筋線,出合い頭,自動車,自転車,,,,34.80359194,135.3846631,,
238,H29,8/25/2017,14:25,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78780806,135.374515,,
239,H29,8/25/2017,18:00,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77499306,135.3999431,,
240,H29,8/26/2017,16:23,軽傷事故,一般市道,車両相互,自転車,自転車,,,,34.78936,135.3751889,,
241,H29,8/27/2017,10:35,軽傷事故,県道中野中筋線,左折時,自動車,自転車,,,,34.80825806,135.3822861,,
242,H29,8/27/2017,14:10,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77485889,135.4145719,,
243,H29,8/28/2017,11:50,軽傷事故,県道中野中筋線,出合い頭,自動車,自転車,,,,34.80259889,135.3852075,,
244,H29,8/30/2017,15:16,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.76749,135.3905519,,
245,H29,8/31/2017,11:40,軽傷事故,県道米谷昆陽尼崎線,右折時,自動車,自転車,,,,34.777405,135.39968,,
246,H29,8/31/2017,17:20,軽傷事故,県道中野中筋線,出合い頭,自動車,自転車,,,,34.799785,135.3870769,,
247,H29,8/31/2017,18:00,軽傷事故,県道姥ケ茶屋伊丹線,左折時,自動車,自転車,,,,34.79045389,135.4047439,,
248,H29,8/31/2017,18:33,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.79511611,135.4153281,,
249,H29,9/2/2017,11:00,軽傷事故,県道尼崎宝塚線,左折時,不明,自転車,,,,34.774345,135.3850461,,
250,H29,9/5/2017,6:45,軽傷事故,一般市道,車両相互,自転車,二輪車,,,,34.77646111,135.40207,,
251,H29,9/5/2017,6:55,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.78916944,135.40524,,
252,H29,9/6/2017,8:38,重傷事故,一般市道,追い越し時,自転車,自転車,,,,34.78084889,135.4147889,,
253,H29,9/6/2017,14:45,軽傷事故,県道尼崎宝塚線,左折時,自動車,自転車,,,,34.77432194,135.3849639,,
254,H29,9/6/2017,21:15,軽傷事故,県道寺本伊丹線,すれ違い時,自転車,自転車,,,,34.78024917,135.4051225,,
255,H29,9/7/2017,7:28,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79610111,135.4160669,,
256,H29,9/7/2017,21:15,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78600139,135.4077653,,
257,H29,9/8/2017,21:30,軽傷事故,県道姥ケ茶屋伊丹線,追突,原付,自転車,,,,34.792425,135.4002589,,
258,H29,9/10/2017,16:00,軽傷事故,県道寺本伊丹線,出合い頭,自転車,自転車,,,,34.77846389,135.3971419,,
259,H29,9/11/2017,15:45,軽傷事故,一般市道,左折時,原付,自転車,,,,34.79496,135.3874689,,
260,H29,9/12/2017,15:00,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78055389,135.4300531,,
261,H29,9/12/2017,16:40,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.77664389,135.39362,,
262,H29,9/13/2017,10:50,軽傷事故,県道中野中筋線,右折時,自転車,自転車,,,,34.79771306,135.3878669,,
263,H29,9/14/2017,0:40,軽傷事故,県道米谷昆陽尼崎線,追突,不明,自転車,,,,34.76595778,135.4091714,,
264,H29,9/14/2017,15:52,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.79889611,135.4090011,,
265,H29,9/14/2017,17:05,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.78321694,135.4206542,,
266,H29,9/15/2017,8:35,軽傷事故,一般市道,出合い頭,原付,自転車,,,,34.8079,135.38975,,
267,H29,9/15/2017,10:45,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76571306,135.3989689,,
268,H29,9/15/2017,16:10,軽傷事故,一般市道,単独事故,自転車,,,,,34.7787,135.3868781,,
269,H29,9/16/2017,10:25,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77032583,135.41669,,
270,H29,9/19/2017,8:10,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79883083,135.4207731,,
271,H29,9/20/2017,14:10,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76460889,135.3979569,,
272,H29,9/20/2017,18:50,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.79784194,135.4145189,,
273,H29,9/21/2017,17:09,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.78097861,135.4207744,,
274,H29,9/22/2017,7:25,軽傷事故,県道姥ケ茶屋伊丹線,出合い頭,自転車,原付,,,,34.793785,135.3957089,,
275,H29,9/25/2017,8:20,軽傷事故,一般市道,すれ違い時,不明,自転車,,,,34.79142694,135.3837161,,
276,H29,9/28/2017,17:40,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.76620806,135.4025981,,
277,H29,9/29/2017,6:15,軽傷事故,一般市道,追突,自動車,自転車,,,,34.77295,135.3880567,,
278,H29,9/29/2017,16:55,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.78352306,135.4003131,,
279,H29,9/29/2017,18:40,軽傷事故,県道中野中筋線,左折時,不明,自転車,,,,34.79038611,135.3810989,,
280,H29,9/30/2017,9:50,重傷事故,県道姥ケ茶屋伊丹線,車両相互,自転車,自転車,,,,34.78966889,135.4057169,,
281,H29,9/30/2017,11:45,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.77698194,135.3847539,,
282,H29,10/2/2017,9:20,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.776765,135.4001639,,
283,H29,10/3/2017,17:35,軽傷事故,一般市道,出合い頭,不明,自転車,,,,34.77304056,135.3898897,,
284,H29,10/7/2017,11:23,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.78823806,135.3910339,,
285,H29,10/7/2017,13:00,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.79293306,135.3950289,,
286,H29,10/8/2017,18:35,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77789806,135.4221019,,
287,H29,10/10/2017,7:45,軽傷事故,県道東富松御願塚線,車両相互,自転車,原付,,,,34.76632111,135.414595,,
288,H29,10/10/2017,15:35,軽傷事故,県道尼崎宝塚線,左折時,自動車,自転車,,,,34.78669889,135.3831661,,
289,H29,10/11/2017,9:05,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.78026889,135.3975931,,
290,H29,10/11/2017,16:30,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78900167,135.3741817,,
291,H29,10/11/2017,19:40,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.78236278,135.3967311,,
292,H29,10/13/2017,12:22,軽傷事故,県道寺本伊丹線,出合い頭,自転車,自転車,,,,34.77781,135.3944989,,
293,H29,10/13/2017,18:00,軽傷事故,一般市道,車両相互,不明,自転車,,,,34.78004417,135.4120031,,
294,H29,10/14/2017,15:58,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78476194,135.4298761,,
295,H29,10/16/2017,7:00,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76377694,135.3968981,,
296,H29,10/17/2017,17:05,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77919278,135.3803661,,
297,H29,10/17/2017,17:25,軽傷事故,県道伊丹豊中線,出合い頭,自動車,自転車,,,,34.78309889,135.4187189,,
298,H29,10/19/2017,8:00,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.78372917,135.3785392,,
299,H29,10/19/2017,8:30,軽傷事故,一般市道,出合い頭,原付,自転車,自転車,,,34.79199944,135.4149619,,
300,H29,10/19/2017,8:35,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.77730222,135.3847519,,
301,H29,10/19/2017,20:20,軽傷事故,国道171号,右折時,不明,自転車,,,,34.77431806,135.3849869,,
302,H29,10/20/2017,18:51,軽傷事故,一般市道,追い越し時,二輪車,自転車,,,,34.77626611,135.4022561,,
303,H29,10/23/2017,16:15,軽傷事故,県道姥ケ茶屋伊丹線,出合い頭,自転車,自転車,,,,34.79501444,135.3930536,,
304,H29,10/25/2017,7:50,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.792435,135.3965,,
305,H29,10/26/2017,13:40,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77032611,135.3969281,,
306,H29,10/27/2017,22:30,重傷事故,県道山本伊丹線,出合い頭,自転車,自動車,,,,34.76615194,135.4112772,,
307,H29,11/1/2017,7:08,軽傷事故,一般市道,出合い頭,不明,自転車,,,,34.79235889,135.4026431,,
308,H29,11/1/2017,7:30,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.77173611,135.411155,,
309,H29,11/1/2017,20:50,軽傷事故,一般市道,出合い頭,不明,自転車,,,,34.76374056,135.4097317,,
310,H29,11/6/2017,8:30,軽傷事故,県道中野中筋線,右折時,自動車,自動車,自転車,,,34.80928889,135.3815219,,
311,H29,11/6/2017,12:50,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.77924583,135.4116353,,
312,H29,11/9/2017,21:22,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.79874889,135.420175,,
313,H29,11/10/2017,8:40,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78877306,135.3731869,,
314,H29,11/11/2017,14:45,軽傷事故,一般市道,出合い頭,自転車,自動車,自動車,自動車,自動車,34.788455,135.3758219,,
315,H29,11/12/2017,12:15,軽傷事故,一般市道,人対車両,歩行者,自転車,,,,34.76749944,135.3934953,,
316,H29,11/14/2017,8:50,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.78194611,135.3966919,,
317,H29,11/15/2017,15:30,軽傷事故,国道171号,出合い頭,自動車,自転車,自転車,,,34.77335111,135.38335,,
318,H29,11/15/2017,16:20,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.77174889,135.3930839,,
319,H29,11/17/2017,19:30,軽傷事故,県道伊丹豊中線,すれ違い時,二輪車,自転車,,,,34.78324694,135.4218947,,
320,H29,11/20/2017,9:30,軽傷事故,一般市道,出合い頭,原付,自転車,,,,34.77885167,135.4116789,,
321,H29,11/20/2017,12:00,重傷事故,一般市道,すれ違い時,自転車,自転車,,,,34.78572833,135.4122097,,
322,H29,11/20/2017,13:10,重傷事故,一般市道,出合い頭,自動車,自転車,,,,34.80115,135.3928231,,
323,H29,11/21/2017,10:25,軽傷事故,県道米谷昆陽尼崎線,右折時,不明,自転車,,,,34.78956389,135.3900961,,
324,H29,11/21/2017,18:20,軽傷事故,県道寺本伊丹線,出合い頭,自転車,二輪車,,,,34.77811111,135.395905,,
325,H29,11/23/2017,9:20,死亡事故,県道中野中筋線,左折時,自動車,自転車,,,,34.79959778,135.3872267,,yes
326,H29,11/24/2017,14:22,軽傷事故,一般市道,すれ違い時,自動車,自転車,,,,34.75771306,135.4162911,,
327,H29,11/27/2017,17:45,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79749806,135.4208419,,
328,H29,11/28/2017,11:50,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.77314611,135.3830431,,
329,H29,11/28/2017,12:00,重傷事故,一般市道,右折時,自動車,自転車,,,,34.76826194,135.3976989,,
330,H29,11/29/2017,9:00,軽傷事故,一般市道,車両相互,自動車,自転車,,,,34.7753075,135.4163969,,
331,H29,11/29/2017,18:05,軽傷事故,一般市道,右折時,自転車,原付,,,,34.78649917,135.3906067,,
332,H29,11/30/2017,17:40,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自動車,自転車,,,,34.767695,135.4077122,,
333,H29,12/4/2017,7:45,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.77753806,135.4253539,,
334,H29,12/4/2017,18:01,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78324528,135.4008353,,
335,H29,12/5/2017,22:30,軽傷事故,国道176号,右折時,自動車,自転車,,,,34.80824056,135.3822786,,
336,H29,12/6/2017,14:40,軽傷事故,一般市道,車両相互,自転車,自動車,,,,34.79275694,135.3828611,,
337,H29,12/6/2017,17:05,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.77905806,135.378755,,
338,H29,12/6/2017,20:40,軽傷事故,一般市道,車両相互,自転車,原付,,,,34.81334167,135.3831536,,
339,H29,12/8/2017,10:30,軽傷事故,県道伊丹豊中線,すれ違い時,不明,自転車,,,,34.78284694,135.4263031,,
340,H29,12/9/2017,8:30,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78734694,135.4099711,,
341,H29,12/9/2017,10:55,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.77271,135.4118619,,
342,H29,12/11/2017,11:00,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79729389,135.3835311,,
343,H29,12/11/2017,12:30,軽傷事故,県道山本伊丹線,左折時,自動車,自転車,,,,34.78862889,135.4065628,,
344,H29,12/12/2017,7:50,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.77428806,135.3955781,,
345,H29,12/13/2017,18:30,軽傷事故,一般市道,正面衝突,自転車,自転車,,,,34.77082694,135.390965,,
346,H29,12/13/2017,18:53,軽傷事故,県道寺本伊丹線,右折時,自転車,自転車,,,,34.78155194,135.4133389,,
347,H29,12/14/2017,7:35,軽傷事故,県道米谷昆陽尼崎線,出合い頭,二輪車,自転車,,,,34.79501389,135.3833239,,
348,H29,12/14/2017,9:10,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77151528,135.4181225,,
349,H29,12/15/2017,11:50,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79093194,135.4015911,,
350,H29,12/15/2017,12:05,重傷事故,県道山本伊丹線,車両相互,自転車,不明,,,,34.78417111,135.4085839,,
351,H29,12/15/2017,17:40,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自動車,自転車,,,,34.78101306,135.3974161,,
352,H29,12/15/2017,19:20,軽傷事故,県道尼崎池田線,出合い頭,自動車,自転車,,,,34.78719694,135.41702,,
353,H29,12/16/2017,7:20,軽傷事故,一般市道,正面衝突,不明,自転車,,,,34.783035,135.4008131,,
354,H29,12/16/2017,16:10,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76659167,135.3971939,,
355,H29,12/19/2017,8:57,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76692806,135.4013358,,
356,H29,12/19/2017,11:00,軽傷事故,国道171号,出合い頭,自転車,自動車,,,,34.78503611,135.4003681,,
357,H29,12/19/2017,17:25,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.77499806,135.3918564,,
358,H29,12/20/2017,17:25,軽傷事故,県道姥ケ茶屋伊丹線,出合い頭,自転車,自動車,,,,34.79146639,135.4030558,,
359,H29,12/21/2017,11:50,軽傷事故,県道伊丹豊中線,出合い頭,自動車,自転車,,,,34.78292306,135.41777,,
360,H29,12/22/2017,8:10,軽傷事故,一般市道,左折時,原付,自転車,,,,34.79776444,135.4050594,,
361,H29,12/22/2017,13:34,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78551306,135.4081119,,
362,H29,12/23/2017,11:10,重傷事故,一般市道,出合い頭,自転車,自転車,,,,34.79551611,135.3818461,,
363,H29,12/25/2017,11:05,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.77827472,135.3921619,,
364,H29,12/25/2017,16:04,軽傷事故,県道尼崎池田線,出合い頭,自動車,自転車,自転車,,,34.77871,135.4180281,,
365,H29,12/26/2017,9:00,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79906389,135.4206939,,
366,H29,12/26/2017,9:50,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76986833,135.3970975,,
367,H29,12/26/2017,15:40,軽傷事故,県道東富松御願塚線,車両相互,自動車,自転車,,,,34.76622139,135.4138911,,
368,H29,12/27/2017,16:45,軽傷事故,県道伊丹豊中線,右折時,自動車,自転車,,,,34.78045889,135.4306311,,
369,H29,12/28/2017,7:40,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.79145861,135.4139667,,
370,H29,12/28/2017,10:59,軽傷事故,一般市道,追い越し時,自転車,自動車,,,,34.78956306,135.3751869,,
371,H29,12/28/2017,16:42,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.81009,135.3833981,,
372,H30,1/2/2018,12:30,軽傷事故,県道尼崎宝塚線,出合い頭,自転車,不明,,,,34.78388389,135.38435,,
373,H30,1/7/2018,13:35,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.77311194,135.3830689,,
374,H30,1/7/2018,17:50,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.801675,135.4115131,,
375,H30,1/8/2018,17:50,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.78234389,135.3967211,,
376,H30,1/12/2018,10:20,軽傷事故,県道山本伊丹線,出合い頭,自転車,自転車,,,,34.77627889,135.4106839,,
377,H30,1/13/2018,13:25,軽傷事故,県道米谷昆陽尼崎線,車両相互,自動車,自転車,,,,34.78855306,135.3908611,,
378,H30,1/14/2018,11:10,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.79005611,135.4063161,,
379,H30,1/15/2018,10:40,軽傷事故,県道尼崎池田線,車両相互,自転車,自動車,,,,34.77810083,135.4181539,,
380,H30,1/15/2018,12:20,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.76840917,135.3971067,,
381,H30,1/17/2018,19:20,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77300611,135.3872361,,
382,H30,1/18/2018,17:16,重傷事故,一般市道,車両相互,自転車,不明,,,,34.76311111,135.3987119,,
383,H30,1/18/2018,18:45,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.77285472,135.3952356,,
384,H30,1/18/2018,19:05,軽傷事故,県道尼崎宝塚線,左折時,自動車,自転車,,,,34.78100194,135.3845869,,
385,H30,1/20/2018,5:50,軽傷事故,一般市道,出合い頭,二輪車,自転車,,,,34.780795,135.4152281,,
386,H30,1/20/2018,17:35,軽傷事故,県道尼崎池田線,正面衝突,不明,自転車,,,,34.76714,135.4201378,,
387,H30,1/25/2018,21:28,軽傷事故,一般県道,出合い頭,自動車,自転車,,,,34.79681389,135.3958511,,
388,H30,1/26/2018,6:25,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.79884306,135.4208711,,
389,H30,1/27/2018,18:10,軽傷事故,県道寺本伊丹線,車両相互,自転車,自動車,,,,34.78131611,135.41106,,
390,H30,1/30/2018,10:10,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77887389,135.37816,,
391,H30,9/27/2017,18:15,重傷事故,県道中野中筋線,単独事故,自転車,,,,,34.77915167,135.3784378,,
392,H30,2/1/2018,8:33,軽傷事故,一般市道,出合い頭,二輪車,自転車,,,,34.79962944,135.3851072,,
393,H30,2/2/2018,10:00,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.762195,135.3988369,,
394,H30,2/2/2018,12:40,軽傷事故,一般市道,車両相互,自転車,原付,,,,34.77784694,135.4180081,,
395,H30,2/2/2018,14:30,軽傷事故,一般市道,車両相互,自動車,自転車,,,,34.7862,135.3815231,,
396,H30,2/3/2018,16:30,軽傷事故,県道寺本伊丹線,出合い頭,自転車,自転車,,,,34.78256833,135.4159797,,
397,H30,2/5/2018,16:50,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78145806,135.40224,,
