u,v,freq
4253907502,4253907503,3.0
1722798390,1722798410,12.0
1724845564,4253907515,8.0
2411597993,1028052750,53.0
2402972079,3920665430,1.0
1722794768,1722794759,23.5
9852702200,1724845573,3.0
1722403333,1724159482,2.0
1724159482,1722770107,2.0
1722770107,1722792881,2.0
1722792881,2411597990,2.0
1721886441,1830143994,130.5
4379076463,4379076462,2.0
1724086169,1724111589,54.0
3920665260,1724793532,1.0
1724111594,1724111579,70.5
4379249492,1724842266,4.0
1724159478,1724159477,4.0
2411597988,2411597994,7.0
2411598013,2411597999,6.0
1724179063,1724111583,26.5
1724111583,1724167880,26.5
1724167880,1724111536,26.5
1724111536,3241245940,26.5
3241245940,2165353222,35.5
4379076463,1724845595,2.0
3241245945,3241245944,3.0
3241245944,1829356904,3.0
1829356905,1722770141,3.0
3920665242,4379076462,3.0
2402960433,1724198993,4.0
1724198993,1724198987,4.0
2402960427,3920665238,24.5
2411598015,1724193431,118.5
5603447009,1833578368,1.0
1724159471,1724111546,1.0
1724111546,1724159477,1.0
1722402142,1721848367,23.5
1722402142,1721848381,2.0
1722401040,1722404274,11.0
1721886464,1721896146,87.0
2411597997,1722802381,2.0
1722802381,1722802402,2.0
1724159482,1722403334,70.5
5603446997,5603446998,1.0
1830094366,1830094367,1.0
3920665259,3920665256,8.0
5096689249,5096689243,26.5
1724193468,2411598015,47.0
1724167900,2411598015,3.0
3920665257,3920665260,3.0
3920665294,1724793539,3.0
1724793539,1724143919,3.0
1724143919,1724845584,3.0
1724845584,1724845579,3.0
3920665230,3920665243,139.0
1829356911,3241245942,1.0
10772990821,1724111577,25.5
5096689243,5096689242,2.0
3920665233,3920665239,1.0
1724845579,9852702200,1.0
1722770107,1722403339,2.0
1724143875,1724795370,3.0
1724193444,1724179014,1.0
1722802389,1722802404,1.0
1721896146,1830143991,51.5
4253907506,4253907505,1.0
1724793543,1724795362,1.0
1722792895,1722792893,2.0
1724159489,1724159495,2.0
4253907512,1722802379,1.0
1722792906,1722794759,1.0
1722403335,1721848389,1.0
1721887684,2165353230,24.5
2165353230,2165353231,35.5
2165353231,1721887686,24.5
1721896165,1722404265,1.0
1721898008,1721898007,88.5
1722401012,1720767257,5.0
1720767257,1722402136,15.0
1722401022,1720767246,7.0
1719408551,5131029670,35.5
5131029670,1719408824,111.5
